epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6559.15,0.92349,1.02182,1.22898,0.72672,0.62249,0.68907,0.47807,1.0677,1.02995,1.1978,0.0010405,0.0010405,0.0010405
183,6594.99,0.92158,1.00957,1.22724,0.72727,0.62249,0.68961,0.47859,1.06752,1.02882,1.19753,0.000991,0.000991,0.000991
184,6630.68,0.9097,1.00455,1.22443,0.73204,0.62078,0.68989,0.47891,1.06697,1.02777,1.19698,0.0009415,0.0009415,0.0009415
185,6666.37,0.91411,1.00336,1.22463,0.73296,0.62058,0.6904,0.47949,1.06639,1.02654,1.19647,0.000892,0.000892,0.000892
186,6702.49,0.92008,1.00277,1.22851,0.73277,0.62098,0.69072,0.47964,1.06605,1.02556,1.19605,0.0008425,0.0008425,0.0008425
187,6738.3,0.91507,0.99283,1.2214,0.72962,0.62364,0.6912,0.47992,1.06565,1.02452,1.19558,0.000793,0.000793,0.000793
188,6773.79,0.91074,1.00107,1.22497,0.73023,0.62421,0.69153,0.48055,1.06515,1.02346,1.1952,0.0007435,0.0007435,0.0007435
189,6810.14,0.90938,0.99918,1.22238,0.72745,0.62536,0.69174,0.48092,1.06482,1.0224,1.19478,0.000694,0.000694,0.000694
190,6845.97,0.90639,0.98875,1.22016,0.728,0.62555,0.69239,0.48144,1.06422,1.0216,1.19424,0.0006445,0.0006445,0.0006445
191,6884.37,0.97755,0.98612,1.2721,0.72868,0.62593,0.69278,0.48151,1.0638,1.0211,1.19393,0.000595,0.000595,0.000595
192,6919.99,0.95581,0.92399,1.2525,0.72707,0.62631,0.69305,0.48193,1.06338,1.02017,1.19353,0.0005455,0.0005455,0.0005455
193,6955.39,0.94624,0.90754,1.24939,0.73035,0.62555,0.69344,0.48241,1.06254,1.01876,1.19272,0.000496,0.000496,0.000496
194,6991.06,0.93798,0.90116,1.23992,0.73184,0.62536,0.69389,0.48303,1.06243,1.01789,1.19251,0.0004465,0.0004465,0.0004465
195,7027.73,0.93268,0.88062,1.23417,0.7321,0.62593,0.69426,0.48346,1.06229,1.01692,1.1922,0.000397,0.000397,0.000397
196,7063.87,0.92764,0.88053,1.23488,0.73166,0.62689,0.69469,0.48352,1.06213,1.01604,1.19199,0.0003475,0.0003475,0.0003475
197,7099.47,0.9271,0.87887,1.23405,0.73059,0.62899,0.69512,0.4844,1.0621,1.01518,1.19184,0.000298,0.000298,0.000298
198,7135.27,0.92972,0.88182,1.2345,0.72883,0.63013,0.69572,0.48464,1.06141,1.01415,1.19119,0.0002485,0.0002485,0.0002485
199,7171.25,0.93243,0.88008,1.2358,0.73123,0.62975,0.69612,0.48509,1.06141,1.0131,1.19098,0.000199,0.000199,0.000199
200,7206.73,0.92696,0.87284,1.23342,0.73244,0.62918,0.69623,0.48561,1.06096,1.01255,1.1907,0.0001495,0.0001495,0.0001495
