epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,5289.64,0.89658,0.98265,1.19417,0.72677,0.64121,0.69464,0.48036,1.06193,1.02416,1.1599,0.0009415,0.0009415,0.0009415
185,5318.43,0.90309,0.98828,1.19214,0.72701,0.64044,0.69493,0.4805,1.06151,1.02323,1.15957,0.000892,0.000892,0.000892
186,5345.36,0.90776,0.98618,1.1972,0.72824,0.64063,0.69496,0.48086,1.06108,1.02307,1.15886,0.0008425,0.0008425,0.0008425
187,5373.79,0.90062,0.97522,1.18823,0.72768,0.6414,0.69529,0.48107,1.06113,1.02225,1.15914,0.000793,0.000793,0.000793
188,5402.1,0.89933,0.98468,1.19542,0.72905,0.64122,0.69571,0.48138,1.06102,1.02154,1.15915,0.0007435,0.0007435,0.0007435
189,5431.07,0.89944,0.98364,1.1936,0.73028,0.64216,0.69618,0.4815,1.06093,1.02099,1.15894,0.000694,0.000694,0.000694
190,5460.08,0.89965,0.97524,1.19196,0.73123,0.64159,0.69628,0.48169,1.06031,1.02033,1.15848,0.0006445,0.0006445,0.0006445
191,5489.39,0.96485,0.95963,1.23687,0.73264,0.64121,0.69681,0.48223,1.06014,1.01917,1.15819,0.000595,0.000595,0.000595
192,5515.63,0.93913,0.91179,1.21845,0.73306,0.64078,0.6973,0.48231,1.05976,1.01787,1.15791,0.0005455,0.0005455,0.0005455
193,5541.25,0.92835,0.89465,1.21593,0.73486,0.64025,0.69772,0.48285,1.05959,1.01691,1.15761,0.000496,0.000496,0.000496
194,5567.99,0.9272,0.89316,1.20901,0.73468,0.63968,0.69826,0.48336,1.05899,1.01578,1.15699,0.0004465,0.0004465,0.0004465
195,5594.99,0.92352,0.87761,1.20793,0.73179,0.64186,0.69858,0.48385,1.05845,1.01448,1.15637,0.000397,0.000397,0.000397
196,5620.84,0.91954,0.87448,1.20688,0.73046,0.64167,0.699,0.48427,1.05806,1.01402,1.15601,0.0003475,0.0003475,0.0003475
197,5647.07,0.91473,0.87315,1.20225,0.73368,0.64063,0.69931,0.48455,1.05726,1.01282,1.15536,0.000298,0.000298,0.000298
198,5674.84,0.91566,0.87722,1.20342,0.72889,0.64273,0.69962,0.48483,1.0569,1.01179,1.15506,0.0002485,0.0002485,0.0002485
199,5701.82,0.92576,0.88322,1.21004,0.72724,0.64483,0.69979,0.48532,1.05677,1.01051,1.155,0.000199,0.000199,0.000199
200,5729.02,0.91672,0.86742,1.20398,0.74147,0.63662,0.70034,0.48554,1.05662,1.00984,1.15477,0.0001495,0.0001495,0.0001495
